,user_id,business_id,stars,name
107,eFKvP5_0molDH21N5Xxbmw,vC2qm1y3Au5czBtbhc-DNw,4,Sushi Teri
108,bc1RTspf6slDcAZihLZmTQ,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
109,XmrwqeUxRlo7NQ95pIqI-g,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
110,ePiFykdjHfEplx7AEijpBQ,vC2qm1y3Au5czBtbhc-DNw,5,Sushi Teri
111,w5c7nCzNBvxBfII5t_ZaSg,vC2qm1y3Au5czBtbhc-DNw,5,Sushi Teri
112,_56J9uUXFcnlgnPRTWIgsQ,vC2qm1y3Au5czBtbhc-DNw,2,Sushi Teri
113,M9l331ozjXtYq-NtigdRRA,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
114,8sR4mkbGkT1QMRhU_-2Daw,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
115,3NmOl4PAgcUchl7mOgWroA,vC2qm1y3Au5czBtbhc-DNw,4,Sushi Teri
116,olkKxaA3CO29sh3ykeUZkA,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
117,R7H5IXfLQRuyWvzIqs5eTg,vC2qm1y3Au5czBtbhc-DNw,4,Sushi Teri
118,zTymWSDQy_gKWyhe0DtzlA,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
119,nigiUvGS2koph0eREdBCPQ,vC2qm1y3Au5czBtbhc-DNw,3,Sushi Teri
120,gsHIQCxZ-g_wlvjQTQP_Ug,vC2qm1y3Au5czBtbhc-DNw,4,Sushi Teri
121,yv-x6ga91bklbhrHFPoRYA,vC2qm1y3Au5czBtbhc-DNw,2,Sushi Teri
122,kR19dTowvbTJF3jrykRXPA,vC2qm1y3Au5czBtbhc-DNw,3,Sushi Teri
123,6aiEZXTCVl0EH2Inzf63ag,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
124,9SyeNq0ln5WvBAiawzItCQ,vC2qm1y3Au5czBtbhc-DNw,5,Sushi Teri
125,x7Yu_yqZl3YUQ_sZvfSP-A,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
126,lkO_f8iP86Uxim8ke5Gh5w,vC2qm1y3Au5czBtbhc-DNw,1,Sushi Teri
127,4hBhtCSgoxkrFgHa4YAD-w,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
128,N0vYEXM4dvk9UcO2OIUfvg,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
129,XpJxNh5t4Lzprqj_JULYeQ,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
130,qurv1eJZswxUZaZqN53Meg,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
131,Bys8OhL5Q0uMXymBk5zRzw,bbEXAEFr4RYHLlZ-HFssTA,3,The Original Habit Burger Grill
132,J1BZQV3C-CBunLi48n31LA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
133,LbPkYMGmsu4snHkY-Ri1ww,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
134,qPRY6ZGFDgWM-T7ByAlMJg,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
135,95M2HwtVBesBgI1pHHUOog,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
136,W7L8uZuTVTSYPVKZUF7SSg,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
137,-tusac4gdkAmKNcS5s_ZAw,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
138,dxccqgjGbR8iR5QYFI0Yfw,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
139,mi9zQKTv_wjKzVT5MMnsxA,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
140,y3zRKRF2uJYoOYe-_j9siA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
141,H5RomX59EUao0Aw-eniYTw,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
142,gsTO8uowdfWWuucvh_Rm-Q,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
143,6gvn965L5TnIMMdPDF9IWg,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
144,IkLdv0dFGfRJrtFVJYJnLg,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
145,ToDqngg6bsYa28cZSwIODQ,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
146,0Jt0Q0gGqWLZ4M4Zzi6Ihw,bbEXAEFr4RYHLlZ-HFssTA,2,The Original Habit Burger Grill
147,3l_Wj-tJzjB1rX-MdJHYiA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
148,1RONucdG2fUzaUSkPblGyw,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
149,HiuLxb9gxufqc6pWJIQ65g,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
150,UIfrDcxG6JqZKBjOG3xQ-Q,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
151,PiFl3R3tNeKDJUT_E0xgvA,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
152,9eaIqw76O92G-wxpx7QlCQ,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
153,ww9cJV3z1EnlhWFxmO2X4w,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
154,aRuOMNNY2CzK6jaZrDkEKw,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
155,Pnqwg10bpCo3ApShjkoa3Q,bbEXAEFr4RYHLlZ-HFssTA,3,The Original Habit Burger Grill
156,-BB9oz-WY-H2oBazb4Ltzw,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
157,TQaIQnanfCqZOwh7oNG1kQ,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
158,fJIWOzFnnmYqlKU_2ygjKQ,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
159,4-0_VsPA6jrvT7B8XE2EWg,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
160,LqzPhy48VTSwAaHuVPyH8w,bbEXAEFr4RYHLlZ-HFssTA,3,The Original Habit Burger Grill
161,C962-S3gDtr2AL5FcmS82w,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
162,mZokz37TaR5jFgMrx4WyFw,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
163,A-l-oIHCal0atVXtRsIrzA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
164,VImtrBPZuM39GoyOF_8xOw,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
165,k4YHKNAFIjya1QSUmRFeuw,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
166,D2C4fjEbTLEWnDg7n7U2vA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
167,FxdCb7Dl8c2hYn2t_7qRBA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
168,IA0mCGB8XjjV7v-Z0_ERBw,bbEXAEFr4RYHLlZ-HFssTA,1,The Original Habit Burger Grill
169,RzOkQRAQYUAskTqzd-PHVg,bbEXAEFr4RYHLlZ-HFssTA,2,The Original Habit Burger Grill
170,416uX1dOkO0kj8tkCfhnCw,bbEXAEFr4RYHLlZ-HFssTA,3,The Original Habit Burger Grill
171,IkLdv0dFGfRJrtFVJYJnLg,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
172,b4XKxuisPKZs1_WJoPfOew,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
173,f6dP4j03Y0BbRwOnnnDccA,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
174,Wurewu40lM1doxSzKYFNEg,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
175,nF28c2Br9jOqU20tcjUWIQ,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
176,JhBHocI4yDmi2fus7UbKRw,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
177,bpZ8bzX39foE8PvK5AjdNg,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
178,Hr0F31G9mqAZT46-GTC3dA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
179,TPXdsQ30pPSkzquVpV5H-w,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
180,mK3C8PnH4zk146VaveW3pg,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
181,WoIKOhKxD5MdQwZoYoDEbA,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
182,naVeViC4P4juyW4oA-g1ow,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
183,bs-qvEpGCQ3orl6sNfZyhw,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
184,Ej1QkmrOsVsaTyaDBDxTWA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
185,KYDh8ZEOa3x3XEBjX1Hw2w,bbEXAEFr4RYHLlZ-HFssTA,3,The Original Habit Burger Grill
186,-BB9oz-WY-H2oBazb4Ltzw,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
187,tUkIG8yWdGJgnbmA5Yh47Q,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
188,1_pwoHx0CjDwfSAI7jRpzQ,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
189,EZk7qrU5NMwhQddNuB87JA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
190,p3IyLseMSsmxVskEtavnkA,bbEXAEFr4RYHLlZ-HFssTA,5,The Original Habit Burger Grill
191,G0Uh3Gp_7zwavM0JgFnEQg,bbEXAEFr4RYHLlZ-HFssTA,4,The Original Habit Burger Grill
192,bFPdtzu11Oi0f92EAcjqmg,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
193,Ttb21DpWqphQMNSS5TXgMA,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
194,ha2Lv7WnxvdYnRsqwL1apQ,IDtLPgUrqorrpqSLdfMhZQ,4,Helena Avenue Bakery
195,OVLf6NVTi7noMP1qCKr76w,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
196,2ykh0_q0uMLFtypLDVSqlg,IDtLPgUrqorrpqSLdfMhZQ,2,Helena Avenue Bakery
197,EtayGG2z0YOWNbw6p6AG0Q,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
198,Hj3wDruCns_CHs17t1HhBw,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
199,FdI6GJ-Jvt7L1byPYWJegQ,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
200,9EVsfFOCEP-7L37HPzsOSA,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
201,qEB91YxnzkQZwMFyWeVOHw,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
202,cjpWGe6u6Wg8X7JmfGLHVw,IDtLPgUrqorrpqSLdfMhZQ,2,Helena Avenue Bakery
203,7gDOm5IJarR2QtOlbY695A,IDtLPgUrqorrpqSLdfMhZQ,3,Helena Avenue Bakery
204,HujQufkU2Y9lpZmeGkk5AQ,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
205,iF3JiTRyMhje4MHl0mq8wA,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
206,cjpWGe6u6Wg8X7JmfGLHVw,IDtLPgUrqorrpqSLdfMhZQ,2,Helena Avenue Bakery
207,wVd2FUpKVLGURVCb-HGgOg,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
208,5lRrVUVfENhIXvlfPSoMqg,IDtLPgUrqorrpqSLdfMhZQ,4,Helena Avenue Bakery
209,FrgJ8DdeXEF1GkAjT3JR2Q,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
210,hPiOLWvv3rPvf1eFbNCl5g,IDtLPgUrqorrpqSLdfMhZQ,4,Helena Avenue Bakery
211,Erb0-2k6eS-2Xw77duOCpQ,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
212,U_d4gAI1w29nWWqf7CDZBw,IDtLPgUrqorrpqSLdfMhZQ,4,Helena Avenue Bakery
213,_HVnLoJinkR2IJjJ2UtfEQ,IDtLPgUrqorrpqSLdfMhZQ,3,Helena Avenue Bakery
214,0CUDrMaBZaQUU0xX0fYRpA,IDtLPgUrqorrpqSLdfMhZQ,2,Helena Avenue Bakery
215,OZ1NmK2RLv0UxGFABE0CHw,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
216,otccM_mkWEKnvO2YMc-xOw,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
217,iY8r5E1QzcvFgOvDWGXMrQ,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
218,h8XbYeU8d8f6siG85jAZfQ,IDtLPgUrqorrpqSLdfMhZQ,5,Helena Avenue Bakery
219,JYYYKt6TdVA4ng9lLcXt_g,SZU9c8V2GuREDN5KgyHFJw,5,Santa Barbara Shellfish Company
220,LcqNuhqaYt5ekKzaRirmIg,SZU9c8V2GuREDN5KgyHFJw,5,Santa Barbara Shellfish Company
221,Q_ixtOGUKUbCQ_sXThQAwA,SZU9c8V2GuREDN5KgyHFJw,5,Santa Barbara Shellfish Company
222,v8aeoMqdrClqfZxNB4lWCA,SZU9c8V2GuREDN5KgyHFJw,3,Santa Barbara Shellfish Company
223,KLS_AWthM9n6KLcBTCF_RQ,SZU9c8V2GuREDN5KgyHFJw,5,Santa Barbara Shellfish Company
